Group_1,n_1,mean_1,std_1,Group_2,n_2,mean_2,std_2,Levene_W,Levene_p,equal_variance,t_statistic,p_value,alpha,Cohens_d,reject_H0
UEFA,31,1.0338,0.8699,CONMEBOL,9,1.1838,0.6758,0.3341,0.5667,True,-0.4757,0.637,0.05,-0.1801,False
